SMILES,pKa
C[NH+](C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,9.5
C[NH+](C)CCCCC(=O)Oc1ccccc1,10.0
C[NH+](C)CCCCCCCCCCNC(=O)CN=O,9.795
C[NH+](C)CCCCCCCCCNC(=O)CN=O,9.755
C[NH+](C)CCCCCCCCNC(=O)CN=O,9.735
C[NH+](C)CCCCCCCNC(=O)CN=O,9.725
C[NH+](C)CCCCCCNC(=O)CN=O,9.68
C[NH+](C)CCCCCNC(=O)CN=O,9.585
C[NH+](C)CCCCNC(=O)CN=O,9.47
C[NH+](C)CCCCc1ccc(C(C)(C)C)cc1,9.9
C[NH+](C)CCCCc1ccc(C2(C)COC2)cc1,9.9
C[NH+](C)CCCCc1ccc(C2(F)COC2)cc1,9.9
C[NH+](C)CCCCc1ccc(C2(O)COC2)cc1,9.6
C[NH+](C)CCCCc1ccc(C2COC2)cc1,9.9
C[NH+](C)CCCN1c2cc(F)ccc2CCc2ccc(F)cc21,7.65
C[NH+](C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,9.34
C[NH+](C)CCCN1c2ccccc2CCc2ccccc21,9.472857
C[NH+](C)CCCN1c2ccccc2Sc2ccc(C#N)cc21,9.29
C[NH+](C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,9.216
C[NH+](C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,9.271818
C[NH+](C)CCCN1c2ccccc2Sc2ccccc21,9.36
C[NH+](C)CCCNC(=O)CN=O,9.23
C[NH+](C)CCCO,9.76
C[NH+](C)CCCc1ccc(-c2ccc(Cl)cc2)cc1,9.96
C[NH+](C)CCCc1ccc(-c2ccccc2)cc1,9.88
C[NH+](C)CCCc1ccc(Br)cc1,10.62
C[NH+](C)CCCc1ccc(C(C)(C)C)cc1,10.03
C[NH+](C)CCCc1ccc(Cl)cc1,10.59
C[NH+](C)CCCc1ccc2ccccc2c1,10.27
C[NH+](C)CCCc1ccccc1,10.96
C[NH+](C)CCNC(=O)CN=O,8.8
C[NH+](C)CCO,9.36
C[NH+](C)CCO/N=C1/C[C@H]2C(C)(C)O[C@H]3CC(=O)OC[C@]32[C@H]2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)[C@H]4O[C@]43[C@]12C,8.78
C[NH+](C)CCO/N=C1/C[C@H]2C(C)(C)O[C@H]3CC(=O)OC[C@]32[C@H]2CC[C@]3(C)C(=CC(=O)O[C@H]3c3ccoc3)[C@]12C,8.88
C[NH+](C)CCOC(C)(c1ccccc1)c1ccccc1,8.75
C[NH+](C)CCOC(c1ccccc1)c1ccc(Br)cc1,8.64
C[NH+](C)CCOC(c1ccccc1)c1ccccc1,9.066667
C[NH+](C)CCOc1ccc(C(=O)N2C/C(=C\c3ccccc3)C(=O)/C(=C/c3ccccc3)C2)cc1,10.73
C[NH+](C)C[C@H]1[C@@H]2C=C[C@@H](C2)[C@H]1CO,9.54
C[NH+](C)Cc1c(C(C)(C)C)cccc1C(C)(C)C,9.2
C[NH+](C)Cc1ccc(NC(=O)CN=O)cc1,8.995
C[NH+](C)Cc1cccc(NC(=O)CN=O)c1,8.7
C[NH+](C)Cc1ccccc1,8.995
C[NH+](C)Cc1ccccc1C(=O)N(CCc1ccc(Cl)cc1)C1CCC2(CC1)OCCO2,8.4
C[NH+](C)Cc1ccccc1CO,8.78
C[NH+](C)Cc1no[n+]([O-])c1C#N,5.82
C[NH+](C)[C@H]1CCCC[C@@H]1O,10.42
C[NH+](C)[C@H]1CC[C@@H](C)CC1,10.46
C[NH+](C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,8.5
C[NH+](CC#CCN1CCCC1=O)CCBr,5.6
C[NH+](CC(N)=O)C1CCC(OCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C1c1ccccc1,5.8
C[NH+](CC(N)=O)[C@@H]1CC[C@H](OCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@H]1c1ccccc1,5.8
C[NH+](CC1CO1)CC1CO1,6.45
C[NH+](CCCCCCOc1ccc(C(=O)c2ccc(Br)cc2)cc1)C1CC1,7.48
C[NH+](CCCCCCOc1ccc(C(=O)c2ccc(Br)cc2)cc1)CC1CC1,9.37
C[NH+](CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1,6.7
C[NH+](CCCO)CCCCCCOc1ccc(C(=O)c2ccc(Br)cc2)cc1,9.05
C[NH+](CCCl)CCCl,6.45
C[NH+](CCO)CCCl,7.5
C[NH+](CCO)CCO,8.51
C[NH+](Cc1cc(Br)cc(Br)c1N)C1CCCCC1,8.5
C[NH+](Cc1ccc(OC2CN(C(=O)c3nnc(-c4ccccc4)o3)C2)cc1)CC1(C)COC1,8.5
C[NH+]1C(C)(C)CCCC1(C)C,11.25
C[NH+]1C2=CCCC1CCC2,8.8
C[NH+]1C2CC(OC(=O)c3c[nH]c4ccccc34)CC1C1OC12,6.64
C[NH+]1C2CCC1CC(=NOC(c1ccccc1)c1ccc(Cl)cc1)C2,8.34
C[NH+]1C2CCC1CC(NC(=O)N1CC(C)(C)c3ccccc31)C2,9.4
C[NH+]1C2COCC1CC(NC(=O)N1CC(C)(C)c3ccccc31)C2,7.1
C[NH+]1C=C(C#N)C=CC1,2.7
C[NH+]1C=C(C#N)CCC1,2.7
C[NH+]1C=CNC1N,8.54
C[NH+]1CC1,7.86
C[NH+]1CC=CC1,9.92
C[NH+]1CC=NC1,7.12
C[NH+]1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,8.87
C[NH+]1CCC(OC(c2ccccc2)c2ccccc2)CC1,8.9
C[NH+]1CCC(c2c3ccccc3cc(=O)c3sccc23)CC1,8.24
C[NH+]1CCC1,10.4
C[NH+]1CCC2=C(C1)C(c1ccccc1)c1ccccc12,8.29
C[NH+]1CCC=CC1=CN=O,6.32
C[NH+]1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,9.54
C[NH+]1CCCC1,10.58
C[NH+]1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,9.2
C[NH+]1CCCC1c1ccccc1,8.8
C[NH+]1CCCCC1,9.09
C[NH+]1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21,9.61
C[NH+]1CCCCCC1,10.96
C[NH+]1CCN(C(=O)c2ccccc2)CC1,6.78
C[NH+]1CCN(C(C#N)c2ccc3c(c2)OCO3)CC1,7.6
C[NH+]1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,7.81
C[NH+]1CCN(C2=[NH+]c3ccccc3Oc3ccc(Cl)cc32)CC1,7.513333
C[NH+]1CCN(c2ccccc2/C=C2\SCCN(c3ccc(Cl)c(Cl)c3)C2=O)CC1,11.5
C[NH+]1CCN(c2nc3c(=O)c4cc(F)ccc4[nH]c3s2)CC1,8.0
C[NH+]1CCN(c2nc3c(=O)c4ccccc4[nH]c3s2)CC1,8.6
C[NH+]1CCN2c3ccccc3Cc3ccccc3C2C1,7.75
C[NH+]1CCOC(c2ccccc2)c2ccccc2C1,9.3
C[NH+]1CCOCC1,7.53
C[NH+]1CC[C@H]2CCC[C@@H](NC(=O)c3ccc(Cl)c(Cl)c3)[C@H]2C1,9.05
C[NH+]1CC[C@H]2CCC[C@@H](NC(=O)c3ccc(Cl)cc3)[C@@H]2C1,8.83
C[NH+]1CC[C@H]2CCC[C@@H](NC(=O)c3ccccc3)[C@@H]2C1,8.99
C[NH+]1CC[C@H]2CCC[C@@H](NC(=O)c3ccccc3)[C@H]2C1,9.18
C[NH+]1CC[C@H]2CCC[C@@H](OC(=O)c3ccc(Cl)cc3)[C@@H]2C1,8.75
C[NH+]1CC[C@H]2CCC[C@@H](OC(=O)c3ccc(Cl)cc3)[C@H]2C1,8.9
C[NH+]1CC[C@H]2CCC[C@@H](OC(=O)c3ccccc3)[C@H]2C1,9.05
C[NH+]1CC[C@]23c4c5ccc(OCc6ccccc6)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,8.07
C[NH+]1C[C@@H](CO)C[C@H]2c3cccc4[nH]cc(c34)C[C@@H]21,8.3
C[NH+]1C[C@H](CO)C[C@H]2c3cccc4[nH]cc(c34)C[C@@H]21,8.84
C[NH+]1[C@H](C[C@@H](O)c2ccccc2)CCC[C@@H]1CC(=O)c1ccccc1,8.0
C[NH+]1[C@H]2CC[C@@H]1C[C@@H](O)C2,10.33
C[NH+]1[C@H]2CC[C@@H]1C[C@@H](OC(=O)[C@H](CO)c1ccccc1)C2,9.66
C[NH+]1[C@H]2CC[C@@H]1C[C@H](O)C2,9.86
C[NH+]1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,9.76125
C[NH+]1[C@H]2CC[C@@H]1C[C@H](OC(=O)c1c[nH]c3ccccc13)C2,8.4
C[NH+]1[C@H]2CC[C@@H]1C[C@H](OC(c1ccccc1)c1ccccc1)C2,10.0
C[NH+]1[C@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@@H]1O[C@@H]12,7.55
C[NH+]1[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@@H]1O[C@H]12,7.633333
C[NH+]1[C@H]2C[C@H]3C[C@@H]1[C@H](O3)[C@@H]2O,8.2
C[NH+]=C(N)[NH+]=C(N)Nc1ccc(Cl)cc1,10.6
C[NH+]=C1Nc2ccccc2C(C)N1,10.6
C[NH2+]C,10.88
C[NH2+]C(C)C(O)c1ccccc1,9.96
C[NH2+]C(C)CC1CCCCC1,10.52
C[NH2+]C(C)Cc1ccc(OC)c(OC)c1,9.8
C[NH2+]C(C)Cc1ccccc1,9.87
C[NH2+]C(CO)CO,9.12
C[NH2+]C1(c2ccccc2Cl)CCCCC1=O,7.495
C[NH2+]CC(=O)N(C)C,8.86
C[NH2+]CC(=O)Nc1c(C)cccc1C,7.99
C[NH2+]CC(C)c1ccccc1,9.87
C[NH2+]CC(N)=O,8.35
C[NH2+]CC(O)CO,9.55
C[NH2+]CC(O)c1ccccc1,9.31
C[NH2+]CC1CC2c3ccccc3C1c1ccccc12,10.18
C[NH2+]CCC(=O)c1ccccc1,9.0
C[NH2+]CCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,10.04
C[NH2+]CCC=C1c2ccccc2CCc2ccccc21,10.144
C[NH2+]CCCC12CCC(c3ccccc31)c1ccccc12,10.533333
C[NH2+]CCCC1c2ccccc2C=Cc2ccccc21,8.2
C[NH2+]CCCCc1ccccc1,10.76
C[NH2+]CCCN1c2ccccc2CCc2ccccc21,10.245
C[NH2+]CCCNC(=O)CN=O,9.62
C[NH2+]CCC[C@]12CC[C@H](c3ccccc31)c1ccccc12,10.5
C[NH2+]CCCc1ccccc1,10.58
C[NH2+]CCN(C)C(=O)Oc1ccc(OC)cc1,8.88
C[NH2+]CCO,9.91
C[NH2+]CC[C@@H](Oc1ccccc1C)c1ccccc1,10.1575
C[NH2+]CC[C@H](Oc1cccc2ccccc12)c1cccs1,9.97
C[NH2+]CCc1ccccc1,10.23
C[NH2+]CCc1nc(-c2cn(C)c3ccccc23)no1,8.8
C[NH2+]Cc1cc(-c2ccc(F)cc2)n(S(=O)(=O)c2ccc(C)cc2)c1,9.4
C[NH2+]Cc1cc(-c2cccc(F)c2)n(S(=O)(=O)c2ccc(C)cc2)c1,9.31
C[NH2+]Cc1cc(-c2ccccc2)n(S(=O)(=O)c2ccc(C)cc2)c1,9.49
C[NH2+]Cc1cc(-c2ccccc2)n(S(=O)(=O)c2ccc(OC)cc2)c1,9.48
C[NH2+]Cc1cc(-c2ccccc2F)n(S(=O)(=O)c2ccc(C)cc2)c1,9.48
C[NH2+]Cc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,9.3
C[NH2+]Cc1cc(=O)oc2cc(OCc3cccc(Cl)c3)ccc12,7.18
C[NH2+]Cc1ccc(C)cc1,9.93
C[NH2+]Cc1ccccc1,9.64
C[NH2+]Cc1cn(S(=O)(=O)c2cc(C)ccn2)c(-c2cccnc2F)c1F,8.73
C[NH2+]Cc1cn(S(=O)(=O)c2cccnc2)c(-c2cccnc2F)c1F,8.54
C[NH2+]Cc1nc(-c2cn(C)c3ccccc23)no1,6.5
C[NH2+][C@@H](C)[C@@H](O)c1ccccc1,10.055
C[NH2+][C@@H](C)[C@H](O)c1ccccc1,9.555
C[NH2+][C@H](C)[C@H](O)c1ccccc1,9.61
C[NH2+][C@H]1CCCC[C@@H]1O,10.16
C[NH2+][C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(C(N)=O)cc21,8.5
C[NH2+][C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,9.23
C[NH2+][C@]1(C)[C@@H]2CC[C@@H](C2)C1(C)C,11.085
C[NH3+],10.695
C[S+](C)c1ccc([O-])cc1,7.31
C[S+](C)c1cccc(O)c1,7.67
C[n+]1c(N)cc[nH]c1=O,7.38
C[n+]1c(NN)ccc2ccccc21,2.66
C[n+]1c2ccccc2c(Nc2ccc(NS(C)(=O)=O)cc2)c2ccc(N)cc21,10.07
C[n+]1c2ccccc2c(Nc2ccccc2)c2[nH]c3ccccc3c21,10.6
C[n+]1c2ccccc2nc2c(O)cccc21,4.85
C[n+]1c2ccccc2nc2ccc(O)cc21,3.0
C[n+]1cc(O)c2ccccc2c1,4.93
C[n+]1cc(O)cc2ccccc21,5.42
C[n+]1cc([S-])cc2ccccc21,2.4
C[n+]1ccc(N)[nH]c1=O,4.52
C[n+]1ccc(NN)c2ccccc21,2.61
C[n+]1ccc2c(O)cccc2c1,6.9
C[n+]1ccc2cc(O)ccc2c1,6.06
C[n+]1ccc2ccc(O)cc2c1,7.09
C[n+]1ccc2cccc(O)c2c1,5.81
C[n+]1cccc(C(=O)[O-])c1,2.29
C[n+]1cccc(CC(=O)c2ccccc2)c1,10.98
C[n+]1cccc(O)c1,4.96
C[n+]1cccc([S-])c1,2.27
C[n+]1cccc2c(O)cccc21,6.12
C[n+]1cccc2c([S-])cccc21,3.22
C[n+]1cccc2cc([O-])ccc21,7.15
C[n+]1cccc2cc([S-])ccc21,4.12
C[n+]1cccc2ccc(O)cc21,5.56
C[n+]1cccc2cccc([O-])c21,6.81
C[n+]1ccccc1/C=C/c1ccc(O)cc1,8.4
C[n+]1nc(-c2ccccc2)ccc1NCC[NH+]1CCOCC1,5.31
Cc1[nH+]cc(C2CCN(C(=O)CCS(=O)(=O)c3ccc4cc(Cl)ccc4c3)CC2)n1C,8.2
Cc1[nH+]cc2n1C(=O)N(C1CCN(C(=O)CCS(=O)(=O)c3ccc4cc(Cl)ccc4c3)CC1)C2,5.0
Cc1[nH+]cc2n1C(=O)N(N1CCN(C(=O)CCS(=O)(=O)c3ccc4cc(Cl)ccc4c3)CC1)C2,5.0
Cc1[nH][nH]c(=O)c1-c1ccccc1,11.4
Cc1[nH]c(C(=O)NC2CCN(c3ncc(C(=O)[O-])s3)CC2)c(Cl)c1Cl,3.4
Cc1[nH]c(C2CCN(C(=O)CCS(=O)(=O)c3ccc4cc(Cl)ccc4c3)CC2)c[nH+]1,7.9
Cc1[nH]c(CO)c(-c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)c(=O)c1Cl,9.73
Cc1[nH]c2c(NCc3ccccc3)nccc2c1C,8.79
Cc1[nH]c2ccc(OC3CC[NH+](C(C)C)CC3)cc2c1C(=O)N1CCOCC1,9.8
Cc1[nH]c2ccccc2c1C(=O)[O-],5.89
Cc1[nH]c2ccccc2c1C1CCC[NH+](Cc2ccc(CCC(=O)N=O)cc2)C1,7.8
Cc1[nH]c2ccccc2c1CC(=O)[O-],4.67
Cc1[nH]c2ccccc2c1CCN(Cc1ccc(CCC(=O)N=O)cc1)CC(F)F,4.65
Cc1[nH]c2ccccc2c1CC[NH+](CCC(F)F)Cc1ccc(CCC(=O)N=O)cc1,5.8
Cc1[nH]ccc1C(=O)[O-],5.8
Cc1[nH]ccc2c1[nH]c1cc(=O)ccc12,8.43
Cc1[nH]n(-c2ccccc2)c(=O)c1C,11.3
Cc1[nH]n(-c2ccccc2)c(=S)c1C(=O)c1ccccc1,2.9
Cc1[nH]n(C)c(=O)c1Cc1ccccc1,10.9
Cc1[nH]nc2c(N)cccc12,3.18
Cc1[nH]nc2c1c(=O)n(C)c(=O)n2C,9.83
Cc1[nH]nc2cc(N)ccc12,4.0
Cc1[nH]nc2ncnc(N)c12,11.11
Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(Br)ccc2n1CC(=O)[O-],4.03
Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(Cl)cc(Cl)c2n1CC(=O)[O-],3.88
Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(Cl)cc(F)c2n1CC(=O)[O-],3.86
Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(Cl)ccc2n1CC(=O)[O-],4.03
Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(F)cc(Cl)c2n1CC(=O)[O-],3.86
Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(F)cc(F)c2n1CC(=O)[O-],3.85
Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(F)cc(S(C)(=O)=O)c2n1CC(=O)[O-],3.83
Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(F)ccc2n1CC(=O)[O-],4.02
Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(S(C)(=O)=O)cc(F)c2n1CC(=O)[O-],3.83
Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(S(C)(=O)=O)ccc2n1CC(=O)[O-],4.0
Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cccc(Br)c2n1CC(=O)[O-],3.98
Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2ccccc2n1CC(=O)[O-],4.15
Cc1c(-c2ccccc2)[nH][nH]c1=O,7.6
Cc1c(-c2ccccc2)[nH]n(-c2ccccc2)c1=O,7.8
Cc1c(-c2ccccc2)oc2c(C(=O)OCC[NH+]3CCCCC3)cccc2c1=O,7.3
Cc1c(-c2nnc(-c3ccc(OC(C)C)c(C#N)c3)s2)ccc2c1CC[NH+](C(CO)CO)C2,7.2
Cc1c(-c2noc(-c3ccc(OC(C)C)c(C#N)c3)n2)ccc2c1CC[NH+](C(CO)CO)C2,7.3
Cc1c(-c2noc(-c3ccc(OC(C)C)c(C#N)c3)n2)ccc2c1CC[NH+](C(CO)CO)CC2,8.2
Cc1c(-c2noc(-c3ccc(OC(C)C)c(C#N)c3)n2)ccc2c1CC[NH+](CC(=O)N[C@@H](C)CO)C2,6.07
Cc1c(-c2noc(-c3ccc(OC(C)C)c(C#N)c3)n2)ccc2c1CC[NH+](C[C@@H](O)CO)C2,7.7
Cc1c(-c2noc(-c3ccc(OC(C)C)c(C#N)c3)n2)ccc2c1CC[NH+](C[C@@H](O)CO)CC2,8.4
Cc1c(-c2noc(-c3ccc(OC(C)C)c(C#N)c3)n2)ccc2c1CC[NH+](C[C@H](O)CO)C2,7.7
Cc1c(-c2noc(-c3ccc(OC(C)C)c(C#N)c3)n2)ccc2c1CC[NH+](C[C@H](O)CO)CC2,8.4
Cc1c(-c2noc(-c3ccc(OC(C)C)c(C#N)c3)n2)ccc2c1OCC[NH+](C(CO)CO)C2,6.3
Cc1c(-c2noc(-c3cnc(NC(C)C)c(C#N)c3)n2)ccc2c1CC[NH+](C(CO)CO)CC2,8.3
Cc1c(-c2noc(-c3cnc(OC(C)C)c(C#N)c3)n2)ccc2c1CC[NH+](C(CO)CO)C2,7.3
Cc1c(Br)cc(N)cc1Br,2.87
Cc1c(Br)cccc1C(=O)[O-],3.36
Cc1c(C(=O)[O-])[nH]c2ccccc12,4.33
Cc1c(C(=O)c2cccc3ccccc23)c2cccc3c2n1[C@H](C[NH+]1CCOCC1)CO3,4.14
Cc1c(C)c(O)c(C)c(C)c1O,11.3
Cc1c(CC#N)nc2c(OCc3ccccc3)cccn12,5.5
Cc1c(Cc2ccccc2C(O)c2ccccc2)c2c(n1CC(=O)[O-])CCNC2=O,3.1
Cc1c(Cc2ccccc2S(=O)(=O)c2cccc(Cl)c2)c2c(n1CC(=O)[O-])CCNC2=O,3.1
Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2)c2c(n1CC(=O)[O-])CC(C)(C)NC2=O,3.0
Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2)c2c(n1CC(=O)[O-])CCN(C(C)C)C2=O,2.9
Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2)c2c(n1CC(=O)[O-])CCN(C)C2=O,2.9
Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2)c2c(n1CC(=O)[O-])CCN(Cc1ccccc1)C2=O,3.3
Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2)c2c(n1CC(=O)[O-])CCNC2=O,3.0
Cc1c(Cl)ccc2c1nnn2O,4.09
Cc1c(Cl)cccc1C(=O)[O-],3.43
Cc1c(Cl)cccc1Nc1ccccc1CC(=O)[O-],4.3
Cc1c(F)cccc1[C@H]1COC(N)=[NH+]1,8.07
Cc1c(I)cccc1C(=O)[O-],3.26
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,4.48
Cc1c(N)ccc2c1-c1c(ccc3ccccc13)C2,4.49
Cc1c(N)ccc2c1-c1ccccc1C2,4.83
Cc1c(N2CCCCCC2)nc(C2CC2)nc1N1CC(=O)C1,6.4
Cc1c(N2CCCCCC2)nc(C2CC2)nc1N1CC(C#N)C1,6.4
Cc1c(OCC[NH+](C)C)no[n+]1[O-],7.9
Cc1c(OCC[NH3+])no[n+]1[O-],8.7
Cc1c([O-])c(=O)ccn1C,9.705
Cc1c2ccccc2c(C[NH+]2CCOCC2)c2ccccc12,6.6
Cc1c[n+](C)c(=O)[nH]c1N,4.76
Cc1c[n+]([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1N,4.4
Cc1c[nH+]c(C)[nH]1,8.39
Cc1c[nH+]c(N2CCc3ccccc3C2)cc1N,8.7
Cc1c[nH+]c(N2CCc3ccccc3C2)cc1NCCO,9.0
Cc1c[nH+]ccc1N,9.15
Cc1c[nH]c(C(=O)[O-])c1,4.6
Cc1c[nH]c2c(Nc3cccc(Cl)c3)ncc(C(=O)N3CCOCC3)c12,5.8
Cc1c[nH]cc1C(=O)[O-],5.65
Cc1cc(-c2cc(C)[nH]n2)n[nH]1,2.8
Cc1cc(-c2cccc(Cl)c2)ncc1C1CCCN1C(=O)c1cnccn1,4.1
Cc1cc(-c2cccc(Cl)c2)ncc1C1CCCN1C(=O)c1cncs1,4.2
Cc1cc(-c2ccccc2)n[n+](C)c1NCC[NH+]1CCOCC1,5.12
Cc1cc(-c2ccccc2)n[n+](CCN2CCOCC2)c1N,4.84
Cc1cc(-c2ccccc2)nn2cc(CN3CCOCC3)[nH+]c12,6.3
Cc1cc(-c2ccccc2)nn2ccnc12,4.84
Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,5.6
Cc1cc(=O)[nH][nH]1,10.9
Cc1cc(=O)[nH]c(=O)[nH]1,9.29
Cc1cc(=O)[nH]c(=S)[nH]1,7.73
Cc1cc(=O)[nH]c2c1CCO2,8.44
Cc1cc(=O)c([O-])ccc1Br,6.6
Cc1cc(=O)n(-c2ccccc2)[nH]1,9.1
Cc1cc(=O)n(C)cn1,2.1
Cc1cc(=O)n(C)n1-c1ccccc1,2.4
Cc1cc(=O)n2[nH]cnc2n1,6.19
Cc1cc(=O)oc2c(F)c(O)ccc12,6.4
Cc1cc(=O)oc2c(F)c([O-])c(F)c(F)c12,4.2
Cc1cc(=O)oc2c(F)c([O-])c(F)cc12,4.7
Cc1cc(=O)oc2cc(O)c(Cl)cc12,6.1
Cc1cc(=O)oc2cc(O)c(F)cc12,6.4
Cc1cc(=O)oc2cc(O)cc(F)c12,5.9
Cc1cc(=O)oc2cc(O)ccc12,7.8
Cc1cc(=O)oc2cc(OS(N)(=O)=O)ccc12,8.0
Cc1cc(=O)oc2cc(O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)ccc12,2.82
Cc1cc(=O)oc2ccc(O)cc12,9.14
Cc1cc(=O)oc2cccc(O)c12,8.26
Cc1cc(Br)cc(Br)c1O,7.6
Cc1cc(Br)cc(C)c1N,3.54
Cc1cc(Br)cc(C)c1N(C)C,4.36
Cc1cc(Br)cc(C)c1NC1=[NH+]CCN1,10.21
Cc1cc(Br)ccc1C(=O)[O-],3.77
Cc1cc(Br)ccc1N,3.58
Cc1cc(C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,5.1
Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,3.5
Cc1cc(C#N)cc(C)c1[O-],8.27
Cc1cc(C(=O)N2CCCC2c2ccc(-c3cccc(Cl)c3)nc2)no1,3.5
Cc1cc(C(=O)N2CCCC2c2cnc(-c3cccc(Cl)c3)cc2C)no1,4.2
Cc1cc(C(=O)Nc2ccc(N3CC[C@H]([NH+]4CCC[C@@H]4C)C3)cc2C)on1,10.1
Cc1cc(C(=O)[O-])c(C)o1,4.64
Cc1cc(C(=O)[O-])c[nH]1,5.35
Cc1cc(C(=O)[O-])ccc1Br,4.03
Cc1cc(C(=O)[O-])ccc1Cl,4.07
Cc1cc(C(=O)[O-])cs1,4.24
Cc1cc(C(=O)[O-])n[nH]1,3.86
Cc1cc(C(C)(C)C)cc(C)c1C(=O)[O-],3.44
Cc1cc(C(C)(C)C)cc(C)c1CC1=[NH+]CCN1,10.2
Cc1cc(C(C)C)cc(C)c1O,10.9
Cc1cc(C(C)C)ccc1O,10.56
Cc1cc(C(F)(F)F)ccc1-c1cccc2cc(S(=O)(=O)Nc3ncns3)ccc12,3.6
Cc1cc(C)[nH]n1,4.32
Cc1cc(C)c(/N=N/c2c(C)cc(O)cc2C)c(C)c1,9.1
Cc1cc(C)c(C(C(=O)[O-])c2ccccc2)c(C)c1,4.0
Cc1cc(C)c(C(C)C)cc1O,10.76
Cc1cc(C)c(C)c(C(=O)[O-])c1C,3.43
Cc1cc(C)c(C)c(N)c1C,4.3
Cc1cc(C)c(C)c(Nc2ccccc2CC(=O)[O-])c1C,4.2
Cc1cc(C)c(C)c(O)c1,10.64
Cc1cc(C)c(C)nn1,4.81
Cc1cc(C)c(CO)c(C)n1,7.1
Cc1cc(C)c(N)c(C)c1,4.37
Cc1cc(C)c(NC2=[NH+]CCN2)c(C)c1,10.78
Cc1cc(C)c(NC2=[NH+]CCN2)c(Cl)c1,9.59
Cc1cc(C)c(Nc2ccnc(Nc3ccc(C#N)cc3)n2)c(C)c1,5.8
Cc1cc(C)c(Nc2nc(Cl)cn([C@H](C)C3CC3)c2=O)c(C)n1,7.9
Cc1cc(C)c(Nc2nc(N)nc(Nc3ccc(C#N)cc3)n2)c(C)c1,3.8
Cc1cc(C)c(Nc2nc(Nc3ccc(C#N)cc3)ncc2Cl)c(C)c1,3.6
Cc1cc(C)c(Nc2ncnc(Nc3ccc(C#N)cc3)n2)c(C)c1,2.6
Cc1cc(C)c(O)c(C(C)C)c1,11.18
Cc1cc(C)c(O)c(C)c1,10.9
Cc1cc(C)c(O)cc1C,10.55
Cc1cc(C)c2[nH+]c(C)cc(N)c2c1,10.4
Cc1cc(C)c2ccc3c(C)cc(C)nc3c2n1,6.5
Cc1cc(C)c2ccc3cccnc3c2n1,5.96
Cc1cc(C)c2cccc(C)c2n1,4.48
Cc1cc(C)c2ccccc2n1,5.11
