FileHandle,Smiles,SoluteName,Formula,Subset,Charge,Level1,Level2,Level3,Solvent,DeltaGsolv,type,eps,n,alpha,beta,gamma,phi**2,psi**2,beta**2,H,C,HC,CC,CC2,N,HN,HN2,CN,NC,NC2,NC3,O,HO,HO2,OC,CO2,ON,OO,F,Cl,Br,I,FC,ClC,BrC,IC,Si,OSi,P,HP,OP,S,HS,OS,SP,SS,TotalArea
0225pipa,N1CCCCC1,piperidine,H11C5N1,[g],0,3,1,0,benzene,-5.03,abs,2.2706,1.5011,0,0.14,40.62,1,0,0.0196,133.657,20.973,81.093,20.363,0,7.324,9.149,0,3.636,58.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.954
0225pipa,N1CCCCC1,piperidine,H11C5N1,[g],0,3,1,0,chloroform,-6.37,abs,4.7113,1.4459,0.15,0.02,38.39,0,0.5625,0.0004,133.657,20.973,81.093,20.363,0,7.324,9.149,0,3.636,58.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.954
0225pipa,N1CCCCC1,piperidine,H11C5N1,[g],0,3,1,0,diethylether,-4.82,abs,4.24,1.3526,0,0.41,23.96,0,0,0.1681,133.657,20.973,81.093,20.363,0,7.324,9.149,0,3.636,58.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.954
0225pipa,N1CCCCC1,piperidine,H11C5N1,[g],0,3,1,0,isobutanol,-6.17,abs,16.7766,1.3955,0.37,0.48,32.38,0,0,0.2304,133.657,20.973,81.093,20.363,0,7.324,9.149,0,3.636,58.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.954
0225pipa,N1CCCCC1,piperidine,H11C5N1,[g],0,3,1,0,octanol,-6.27,abs,9.8629,1.4295,0.37,0.48,39.01,0,0,0.2304,133.657,20.973,81.093,20.363,0,7.324,9.149,0,3.636,58.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.954
0225pipa,N1CCCCC1,piperidine,H11C5N1,[a],0,3,1,0,water,-5.11,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,133.657,20.973,81.093,20.363,0,7.324,9.149,0,3.636,58.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.954
0225pipa,N1CCCCC1,piperidine,H11C5N1,[g],0,3,1,0,xylene,-5.15,abs,2.3879,1.4995,0,0.16,41.38,0.5625,0,0.0256,133.657,20.973,81.093,20.363,0,7.324,9.149,0,3.636,58.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.954
0229hyd,NN,hydrazine,H4N2,[g],0,3,5,0,benzene,-4.02,abs,2.2706,1.5011,0,0.14,40.62,1,0,0.0196,57.193,0,0,0,0,26.253,39.988,26.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.445
0229hyd,NN,hydrazine,H4N2,[g],0,3,5,0,chloroform,-4.42,abs,4.7113,1.4459,0.15,0.02,38.39,0,0.5625,0.0004,57.193,0,0,0,0,26.253,39.988,26.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.445
0229hyd,NN,hydrazine,H4N2,[g],0,3,5,0,diethylether,-3.08,abs,4.24,1.3526,0,0.41,23.96,0,0,0.1681,57.193,0,0,0,0,26.253,39.988,26.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.445
0229hyd,NN,hydrazine,H4N2,[g],0,3,5,0,octanol,-3.44,abs,9.8629,1.4295,0.37,0.48,39.01,0,0,0.2304,57.193,0,0,0,0,26.253,39.988,26.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.445
0229hyd,NN,hydrazine,H4N2,[a],0,3,5,0,water,-6.26,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,57.193,0,0,0,0,26.253,39.988,26.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.445
0236oct,C(CCCCCC)CO,1-octanol,H18C8O1,[g],0,2,2,1,benzene,-8.06,abs,2.2706,1.5011,0,0.14,40.62,1,0,0.0196,206.253,30.757,130.204,29.489,0,0,0,0,0,0,0,0,19.013,9.057,0,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.024
0236oct,C(CCCCCC)CO,1-octanol,H18C8O1,[g],0,2,2,1,butylacetate,-8.17,abs,4.9941,1.3941,0,0.45,35.81,0,0,0.2025,206.253,30.757,130.204,29.489,0,0,0,0,0,0,0,0,19.013,9.057,0,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.024
0236oct,C(CCCCCC)CO,1-octanol,H18C8O1,[g],0,2,2,1,diethylether,-7.25,abs,4.24,1.3526,0,0.41,23.96,0,0,0.1681,206.253,30.757,130.204,29.489,0,0,0,0,0,0,0,0,19.013,9.057,0,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.024
0236oct,C(CCCCCC)CO,1-octanol,H18C8O1,[g],0,2,2,1,ethylacetate,-8.41,abs,5.9867,1.3723,0,0.45,33.67,0,0,0.2025,206.253,30.757,130.204,29.489,0,0,0,0,0,0,0,0,19.013,9.057,0,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.024
0236oct,C(CCCCCC)CO,1-octanol,H18C8O1,[g],0,2,2,1,hexadecane,-6.3,abs,2.0402,1.4345,0,0,38.93,0,0,0,206.253,30.757,130.204,29.489,0,0,0,0,0,0,0,0,19.013,9.057,0,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.024
0236oct,C(CCCCCC)CO,1-octanol,H18C8O1,[g],0,2,2,1,octanol,-8.13,abs,9.8629,1.4295,0.37,0.48,39.01,0,0,0.2304,206.253,30.757,130.204,29.489,0,0,0,0,0,0,0,0,19.013,9.057,0,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.024
0236oct,C(CCCCCC)CO,1-octanol,H18C8O1,[a],0,2,2,1,water,-4.09,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,206.253,30.757,130.204,29.489,0,0,0,0,0,0,0,0,19.013,9.057,0,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.024
0240met,c1cccc(c1)C(=O)OC,methylbenzoate,H8C8O2,[g],0,2,6,0,benzene,-6.27,abs,2.2706,1.5011,0,0.14,40.62,1,0,0.0196,95.863,76.752,64.816,87.154,0,0,0,0,0,0,0,0,29.902,0,0,16.187,7.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.517
0240met,c1cccc(c1)C(=O)OC,methylbenzoate,H8C8O2,[g],0,2,6,0,carbontet,-7.19,abs,2.228,1.4601,0,0,38.04,0,0.64,0,95.863,76.752,64.816,87.154,0,0,0,0,0,0,0,0,29.902,0,0,16.187,7.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.517
0240met,c1cccc(c1)C(=O)OC,methylbenzoate,H8C8O2,[g],0,2,6,0,chloroform,-7.81,abs,4.7113,1.4459,0.15,0.02,38.39,0,0.5625,0.0004,95.863,76.752,64.816,87.154,0,0,0,0,0,0,0,0,29.902,0,0,16.187,7.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.517
0240met,c1cccc(c1)C(=O)OC,methylbenzoate,H8C8O2,[g],0,2,6,0,cyclohexane,-7.01,abs,2.0165,1.4266,0,0,35.48,0,0,0,95.863,76.752,64.816,87.154,0,0,0,0,0,0,0,0,29.902,0,0,16.187,7.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.517
0240met,c1cccc(c1)C(=O)OC,methylbenzoate,H8C8O2,[g],0,2,6,0,decalin,-6.76,abs,2.196,1.4528,0,0,43.82,0,0,0,95.863,76.752,64.816,87.154,0,0,0,0,0,0,0,0,29.902,0,0,16.187,7.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.517
0240met,c1cccc(c1)C(=O)OC,methylbenzoate,H8C8O2,[g],0,2,6,0,hexadecane,-6.31,abs,2.0402,1.4345,0,0,38.93,0,0,0,95.863,76.752,64.816,87.154,0,0,0,0,0,0,0,0,29.902,0,0,16.187,7.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.517
0240met,c1cccc(c1)C(=O)OC,methylbenzoate,H8C8O2,[g],0,2,6,0,isooctane,-6.71,abs,1.9358,1.3915,0,0,26.38,0,0,0,95.863,76.752,64.816,87.154,0,0,0,0,0,0,0,0,29.902,0,0,16.187,7.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.517
0240met,c1cccc(c1)C(=O)OC,methylbenzoate,H8C8O2,[g],0,2,6,0,octanol,-7.26,abs,9.8629,1.4295,0.37,0.48,39.01,0,0,0.2304,95.863,76.752,64.816,87.154,0,0,0,0,0,0,0,0,29.902,0,0,16.187,7.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.517
0240met,c1cccc(c1)C(=O)OC,methylbenzoate,H8C8O2,[g],0,2,6,0,toluene,-7.96,abs,2.2322,1.4909,0,0.19,38.34,0.36,0,0.0361,95.863,76.752,64.816,87.154,0,0,0,0,0,0,0,0,29.902,0,0,16.187,7.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.517
0240met,c1cccc(c1)C(=O)OC,methylbenzoate,H8C8O2,[a],0,2,6,0,water,-3.91,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,95.863,76.752,64.816,87.154,0,0,0,0,0,0,0,0,29.902,0,0,16.187,7.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.517
0401amia,c1ccc(cc1)NC(=O)N(C)C,"1,1-dimethyl-3-phenylurea",H12C9N2O1,[g],0,4,1,2,benzene,-12.18,abs,2.2706,1.5011,0,0.14,40.62,1,0,0.0196,131.612,85.943,85.074,79.936,0,7.685,3.931,0,26.265,48.335,3.745,0,17.217,0,0,10.797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.457
0401amia,c1ccc(cc1)NC(=O)N(C)C,"1,1-dimethyl-3-phenylurea",H12C9N2O1,[g],0,4,1,2,chloroform,-13.64,abs,4.7113,1.4459,0.15,0.02,38.39,0,0.5625,0.0004,131.612,85.943,85.074,79.936,0,7.685,3.931,0,26.265,48.335,3.745,0,17.217,0,0,10.797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.457
0401amia,c1ccc(cc1)NC(=O)N(C)C,"1,1-dimethyl-3-phenylurea",H12C9N2O1,[g],0,4,1,2,octanol,-13.12,abs,9.8629,1.4295,0.37,0.48,39.01,0,0,0.2304,131.612,85.943,85.074,79.936,0,7.685,3.931,0,26.265,48.335,3.745,0,17.217,0,0,10.797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.457
0401amia,c1ccc(cc1)NC(=O)N(C)C,"1,1-dimethyl-3-phenylurea",H12C9N2O1,[a],0,4,1,2,water,-9.63,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,131.612,85.943,85.074,79.936,0,7.685,3.931,0,26.265,48.335,3.745,0,17.217,0,0,10.797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.457
0433pho,C(=C(Cl)Cl)OP(=O)(OC)OC,"2,2-dichloroethenyldimethylphosphate",H7C4O4P1CL2,[g],0,11,3,0,benzene,-9.09,abs,2.2706,1.5011,0,0.14,40.62,1,0,0.0196,78.67,38.346,53.104,11.521,0.186,0,0,0,0,0,0,0,51.666,0,0,1.266,0,0,0,0,75.572,0,0,0,48.775,0,0,0,0,2.989,0,36.707,0,0,0,0,0,247.243
0433pho,C(=C(Cl)Cl)OP(=O)(OC)OC,"2,2-dichloroethenyldimethylphosphate",H7C4O4P1CL2,[g],0,11,3,0,octanol,-8.59,abs,9.8629,1.4295,0.37,0.48,39.01,0,0,0.2304,78.67,38.346,53.104,11.521,0.186,0,0,0,0,0,0,0,51.666,0,0,1.266,0,0,0,0,75.572,0,0,0,48.775,0,0,0,0,2.989,0,36.707,0,0,0,0,0,247.243
0433pho,C(=C(Cl)Cl)OP(=O)(OC)OC,"2,2-dichloroethenyldimethylphosphate",H7C4O4P1CL2,[a],0,11,3,0,water,-6.61,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,78.67,38.346,53.104,11.521,0.186,0,0,0,0,0,0,0,51.666,0,0,1.266,0,0,0,0,75.572,0,0,0,48.775,0,0,0,0,2.989,0,36.707,0,0,0,0,0,247.243
0441pho,COP(OC)(Oc1ccc(cc1)N(=O)=O)[S],dimethyl4-nitrophenylthiophosphate,H10C8N1O5P1S1,[g],0,11,2,0,benzene,-9.21,abs,2.2706,1.5011,0,0.14,40.62,1,0,0.0196,110.093,72.245,74.389,68.238,0,4.172,0,0,2.711,5.035,0,0,75.494,0,0,1.737,0,29.31,0,0,0,0,0,0,0,0,0,0,0,1.857,0,18.482,37.754,0,0,27.055,0,301.615
0441pho,COP(OC)(Oc1ccc(cc1)N(=O)=O)[S],dimethyl4-nitrophenylthiophosphate,H10C8N1O5P1S1,[g],0,11,2,0,chloroform,-9.51,abs,4.7113,1.4459,0.15,0.02,38.39,0,0.5625,0.0004,110.093,72.245,74.389,68.238,0,4.172,0,0,2.711,5.035,0,0,75.494,0,0,1.737,0,29.31,0,0,0,0,0,0,0,0,0,0,0,1.857,0,18.482,37.754,0,0,27.055,0,301.615
0441pho,COP(OC)(Oc1ccc(cc1)N(=O)=O)[S],dimethyl4-nitrophenylthiophosphate,H10C8N1O5P1S1,[g],0,11,2,0,octanol,-11.7,abs,9.8629,1.4295,0.37,0.48,39.01,0,0,0.2304,110.093,72.245,74.389,68.238,0,4.172,0,0,2.711,5.035,0,0,75.494,0,0,1.737,0,29.31,0,0,0,0,0,0,0,0,0,0,0,1.857,0,18.482,37.754,0,0,27.055,0,301.615
0441pho,COP(OC)(Oc1ccc(cc1)N(=O)=O)[S],dimethyl4-nitrophenylthiophosphate,H10C8N1O5P1S1,[a],0,11,2,0,water,-7.62,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,110.093,72.245,74.389,68.238,0,4.172,0,0,2.711,5.035,0,0,75.494,0,0,1.737,0,29.31,0,0,0,0,0,0,0,0,0,0,0,1.857,0,18.482,37.754,0,0,27.055,0,301.615
0447pho,C(C)OP(OCC)(Oc1ccc(cc1)N(=O)=O)[S],diethyl4-nitrophenylthiophosphonate,H14C10N1O5P1S1,[g],0,11,2,0,benzene,-8.58,abs,2.2706,1.5011,0,0.14,40.62,1,0,0.0196,150.366,73.636,101.503,79.647,0,4.169,0,0,2.715,5.036,0,0,70.525,0,0,1.119,0,29.318,0,0,0,0,0,0,0,0,0,0,0,1.431,0,15.052,35.86,0,0,25.675,0,335.988
0447pho,C(C)OP(OCC)(Oc1ccc(cc1)N(=O)=O)[S],diethyl4-nitrophenylthiophosphonate,H14C10N1O5P1S1,[g],0,11,2,0,octanol,-11.31,abs,9.8629,1.4295,0.37,0.48,39.01,0,0,0.2304,150.366,73.636,101.503,79.647,0,4.169,0,0,2.715,5.036,0,0,70.525,0,0,1.119,0,29.318,0,0,0,0,0,0,0,0,0,0,0,1.431,0,15.052,35.86,0,0,25.675,0,335.988
0447pho,C(C)OP(OCC)(Oc1ccc(cc1)N(=O)=O)[S],diethyl4-nitrophenylthiophosphonate,H14C10N1O5P1S1,[a],0,11,2,0,water,-6.27,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,150.366,73.636,101.503,79.647,0,4.169,0,0,2.715,5.036,0,0,70.525,0,0,1.119,0,29.318,0,0,0,0,0,0,0,0,0,0,0,1.431,0,15.052,35.86,0,0,25.675,0,335.988
0571dim,c1(cncc(c1)C)C,"3,5-dimethylpyridine",H9C7N1,[g],0,3,3,1,benzene,-7.64,abs,2.2706,1.5011,0,0.14,40.62,1,0,0.0196,108.103,61.99,72.909,61.219,0,14.243,0,0,11.079,46.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.335
0571dim,c1(cncc(c1)C)C,"3,5-dimethylpyridine",H9C7N1,[g],0,3,3,1,hexadecane,-2.52,abs,2.0402,1.4345,0,0,38.93,0,0,0,108.103,61.99,72.909,61.219,0,14.243,0,0,11.079,46.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.335
0571dim,c1(cncc(c1)C)C,"3,5-dimethylpyridine",H9C7N1,[a],0,3,3,1,water,-4.84,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,108.103,61.99,72.909,61.219,0,14.243,0,0,11.079,46.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.335
n008,c1cccc(c1)C(=O)N,benzamide,H7C7N1O1,[g],0,4,1,1,benzene,-9.93,abs,2.2706,1.5011,0,0.14,40.62,1,0,0.0196,83.708,65.935,40.019,86.14,0,9.751,17.232,0,3.729,12.851,4.792,0,22.99,0,0,14.563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.384
n008,c1cccc(c1)C(=O)N,benzamide,H7C7N1O1,[g],0,4,1,1,carbontet,-9.13,abs,2.228,1.4601,0,0,38.04,0,0.64,0,83.708,65.935,40.019,86.14,0,9.751,17.232,0,3.729,12.851,4.792,0,22.99,0,0,14.563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.384
n008,c1cccc(c1)C(=O)N,benzamide,H7C7N1O1,[g],0,4,1,1,chloroform,-11.06,abs,4.7113,1.4459,0.15,0.02,38.39,0,0.5625,0.0004,83.708,65.935,40.019,86.14,0,9.751,17.232,0,3.729,12.851,4.792,0,22.99,0,0,14.563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.384
n008,c1cccc(c1)C(=O)N,benzamide,H7C7N1O1,[g],0,4,1,1,cyclohexane,-8.72,abs,2.0165,1.4266,0,0,35.48,0,0,0,83.708,65.935,40.019,86.14,0,9.751,17.232,0,3.729,12.851,4.792,0,22.99,0,0,14.563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.384
n008,c1cccc(c1)C(=O)N,benzamide,H7C7N1O1,[g],0,4,1,1,dichloroethane,-10.9,abs,10.125,1.4448,0.1,0.11,45.86,0,0.25,0.0121,83.708,65.935,40.019,86.14,0,9.751,17.232,0,3.729,12.851,4.792,0,22.99,0,0,14.563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.384
n008,c1cccc(c1)C(=O)N,benzamide,H7C7N1O1,[g],0,4,1,1,diethylether,-10.6,abs,4.24,1.3526,0,0.41,23.96,0,0,0.1681,83.708,65.935,40.019,86.14,0,9.751,17.232,0,3.729,12.851,4.792,0,22.99,0,0,14.563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.384
n008,c1cccc(c1)C(=O)N,benzamide,H7C7N1O1,[g],0,4,1,1,heptane,-7.26,abs,1.9113,1.3878,0,0,28.28,0,0,0,83.708,65.935,40.019,86.14,0,9.751,17.232,0,3.729,12.851,4.792,0,22.99,0,0,14.563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.384
n008,c1cccc(c1)C(=O)N,benzamide,H7C7N1O1,[g],0,4,1,1,hexane,-7.77,abs,5.9491,1.4199,0,0.1,37.03,0,0.020449,0.01,83.708,65.935,40.019,86.14,0,9.751,17.232,0,3.729,12.851,4.792,0,22.99,0,0,14.563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.384
n008,c1cccc(c1)C(=O)N,benzamide,H7C7N1O1,[g],0,4,1,1,octanol,-11.77,abs,9.8629,1.4295,0.37,0.48,39.01,0,0,0.2304,83.708,65.935,40.019,86.14,0,9.751,17.232,0,3.729,12.851,4.792,0,22.99,0,0,14.563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.384
n008,c1cccc(c1)C(=O)N,benzamide,H7C7N1O1,[a],0,4,1,1,water,-10.9,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,83.708,65.935,40.019,86.14,0,9.751,17.232,0,3.729,12.851,4.792,0,22.99,0,0,14.563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.384
n009,c1cccc(c1N)C,2-methylaniline,H9C7N1,[g],0,3,2,0,benzene,-7.37,abs,2.2706,1.5011,0,0.14,40.62,1,0,0.0196,105.734,62.748,56.082,81.678,0,10.228,15.888,0,2.939,12.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.71
n009,c1cccc(c1N)C,2-methylaniline,H9C7N1,[g],0,3,2,0,carbontet,-7.16,abs,2.228,1.4601,0,0,38.04,0,0.64,0,105.734,62.748,56.082,81.678,0,10.228,15.888,0,2.939,12.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.71
n009,c1cccc(c1N)C,2-methylaniline,H9C7N1,[g],0,3,2,0,chloroform,-8.23,abs,4.7113,1.4459,0.15,0.02,38.39,0,0.5625,0.0004,105.734,62.748,56.082,81.678,0,10.228,15.888,0,2.939,12.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.71
n009,c1cccc(c1N)C,2-methylaniline,H9C7N1,[g],0,3,2,0,cyclohexane,-6.44,abs,2.0165,1.4266,0,0,35.48,0,0,0,105.734,62.748,56.082,81.678,0,10.228,15.888,0,2.939,12.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.71
n009,c1cccc(c1N)C,2-methylaniline,H9C7N1,[g],0,3,2,0,heptane,-6.28,abs,1.9113,1.3878,0,0,28.28,0,0,0,105.734,62.748,56.082,81.678,0,10.228,15.888,0,2.939,12.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.71
n009,c1cccc(c1N)C,2-methylaniline,H9C7N1,[g],0,3,2,0,hexadecane,-6.08,abs,2.0402,1.4345,0,0,38.93,0,0,0,105.734,62.748,56.082,81.678,0,10.228,15.888,0,2.939,12.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.71
n009,c1cccc(c1N)C,2-methylaniline,H9C7N1,[g],0,3,2,0,octane,-6.06,abs,5.0244,1.4524,0,0.12,41.28,0,0.0121,0.0144,105.734,62.748,56.082,81.678,0,10.228,15.888,0,2.939,12.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.71
n009,c1cccc(c1N)C,2-methylaniline,H9C7N1,[g],0,3,2,0,octanol,-7.36,abs,9.8629,1.4295,0.37,0.48,39.01,0,0,0.2304,105.734,62.748,56.082,81.678,0,10.228,15.888,0,2.939,12.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.71
n009,c1cccc(c1N)C,2-methylaniline,H9C7N1,[a],0,3,2,0,water,-5.56,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,105.734,62.748,56.082,81.678,0,10.228,15.888,0,2.939,12.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.71
n010,c1ccc(cc1N)C,3-methylaniline,H9C7N1,[g],0,3,2,0,benzene,-7.61,abs,2.2706,1.5011,0,0.14,40.62,1,0,0.0196,109.552,62.281,56.603,80.375,0,10.964,18.027,0,2.952,13.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.797
n010,c1ccc(cc1N)C,3-methylaniline,H9C7N1,[g],0,3,2,0,carbontet,-7.23,abs,2.228,1.4601,0,0,38.04,0,0.64,0,109.552,62.281,56.603,80.375,0,10.964,18.027,0,2.952,13.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.797
n010,c1ccc(cc1N)C,3-methylaniline,H9C7N1,[g],0,3,2,0,cyclohexane,-6.47,abs,2.0165,1.4266,0,0,35.48,0,0,0,109.552,62.281,56.603,80.375,0,10.964,18.027,0,2.952,13.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.797
n010,c1ccc(cc1N)C,3-methylaniline,H9C7N1,[g],0,3,2,0,heptane,-6.35,abs,1.9113,1.3878,0,0,28.28,0,0,0,109.552,62.281,56.603,80.375,0,10.964,18.027,0,2.952,13.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.797
n010,c1ccc(cc1N)C,3-methylaniline,H9C7N1,[g],0,3,2,0,octane,-6.15,abs,5.0244,1.4524,0,0.12,41.28,0,0.0121,0.0144,109.552,62.281,56.603,80.375,0,10.964,18.027,0,2.952,13.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.797
n010,c1ccc(cc1N)C,3-methylaniline,H9C7N1,[g],0,3,2,0,octanol,-7.57,abs,9.8629,1.4295,0.37,0.48,39.01,0,0,0.2304,109.552,62.281,56.603,80.375,0,10.964,18.027,0,2.952,13.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.797
n010,c1ccc(cc1N)C,3-methylaniline,H9C7N1,[a],0,3,2,0,water,-5.67,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,109.552,62.281,56.603,80.375,0,10.964,18.027,0,2.952,13.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.797
n011,c1cc(ccc1N)C,4-methylaniline,H9C7N1,[g],0,3,2,0,benzene,-7.59,abs,2.2706,1.5011,0,0.14,40.62,1,0,0.0196,109.535,62.375,56.555,80.397,0,11.032,18.05,0,2.943,13.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.942
n011,c1cc(ccc1N)C,4-methylaniline,H9C7N1,[g],0,3,2,0,bromobenzene,-7.59,abs,5.3954,1.5597,0,0.09,50.72,0.734449,0.020449,0.0081,109.535,62.375,56.555,80.397,0,11.032,18.05,0,2.943,13.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.942
