FileHandle,SoluteName,SMILES,Sol,Mol,InChI,RB,MW
test2010,diflunisal,c1cc(c(cc1c1ccc(cc1F)F)C(=O)O)O,-9.4,<rdkit.Chem.rdchem.Mol object at 0x1a18df71c0>,"InChI=1S/C13H8F2O3/c14-8-2-3-9(11(15)6-8)7-1-4-12(16)10(5-7)13(17)18/h1-6,16H,(H,17,18)",2,250.044150556
test2011,ethylparaben,c1cc(ccc1C(=O)OCC)O,-9.2,<rdkit.Chem.rdchem.Mol object at 0x1a18df7210>,"InChI=1S/C9H10O3/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6,10H,2H2,1H3",2,166.06299418
test2013,flurbiprofen(racemic),c1ccc(cc1)c1ccc(cc1F)[C@@H](C(=O)O)C,-8.42,<rdkit.Chem.rdchem.Mol object at 0x1a18df7260>,"InChI=1S/C15H13FO2/c1-10(15(17)18)12-7-8-13(14(16)9-12)11-5-3-2-4-6-11/h2-10H,1H3,(H,17,18)/t10-/m0/s1",3,244.089957876
test2015,hexachlorobenzene,c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)Cl,-2.33,<rdkit.Chem.rdchem.Mol object at 0x1a18df72b0>,InChI=1S/C6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9,0,281.81311608
test2017,ibuprofen(racemic),c1cc(ccc1CC(C)C)[C@@H](C(=O)O)C,-7.0,<rdkit.Chem.rdchem.Mol object at 0x1a18df7300>,"InChI=1S/C13H18O2/c1-9(2)8-11-4-6-12(7-5-11)10(3)13(14)15/h4-7,9-10H,8H2,1-3H3,(H,14,15)/t10-/m0/s1",4,206.130679816
test2018,5-iodouracil,c1c(c(=O)[nH]c(=O)[nH]1)I,-18.72,<rdkit.Chem.rdchem.Mol object at 0x1a18df7350>,"InChI=1S/C4H3IN2O2/c5-2-1-6-4(9)7-3(2)8/h1H,(H2,6,7,8,9)",0,237.923925336
test2019,ketoprofen(racemic),c1ccc(cc1)C(=O)c1cccc(c1)[C@@H](C(=O)O)C,-10.78,<rdkit.Chem.rdchem.Mol object at 0x1a18df73a0>,"InChI=1S/C16H14O3/c1-11(16(18)19)13-8-5-9-14(10-13)15(17)12-6-3-2-4-7-12/h2-11H,1H3,(H,18,19)/t11-/m0/s1",4,254.094294308
test2020,methylparaben,c1cc(ccc1C(=O)OC)O,-9.51,<rdkit.Chem.rdchem.Mol object at 0x1a18df73f0>,"InChI=1S/C8H8O3/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5,9H,1H3",1,152.047344116
test2021,naproxen,c1cc(cc2ccc(cc12)OC)[C@@H](C(=O)O)C,-10.21,<rdkit.Chem.rdchem.Mol object at 0x1a18df7440>,"InChI=1S/C14H14O3/c1-9(14(15)16)10-3-4-12-8-13(17-2)6-5-11(12)7-10/h3-9H,1-2H3,(H,15,16)/t9-/m0/s1",3,230.094294308
test2022,4-nitroaniline,c1cc(ccc1N)N(=O)=O,-9.45,<rdkit.Chem.rdchem.Mol object at 0x1a18df7490>,"InChI=1S/C6H6N2O2/c7-5-1-3-6(4-2-5)8(9)10/h1-4H,7H2",1,138.042927432
test2023,octafluorocyclobutane,C1(C(C(C1(F)F)(F)F)(F)F)(F)F,3.43,<rdkit.Chem.rdchem.Mol object at 0x1a18df74e0>,"InChI=1S/C4F8/c5-1(6)2(7,8)4(11,12)3(1,9)10",0,199.98722576
test2024,pentachloronitrobenzene,c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)N(=O)=O,-5.22,<rdkit.Chem.rdchem.Mol object at 0x1a18df7530>,InChI=1S/C6Cl5NO2/c7-1-2(8)4(10)6(12(13)14)5(11)3(1)9,1,292.83716663999996
test2025,phthalimide,c1ccc2c(c1)C(=O)NC2=O,-9.61,<rdkit.Chem.rdchem.Mol object at 0x1a18df7580>,"InChI=1S/C8H5NO2/c10-7-5-3-1-2-4-6(5)8(11)9-7/h1-4H,(H,9,10,11)",0,147.0320284
test2026,propylparaben,c1cc(ccc1C(=O)OCCC)O,-9.37,<rdkit.Chem.rdchem.Mol object at 0x1a18df75d0>,"InChI=1S/C10H12O3/c1-2-7-13-10(12)8-3-5-9(11)6-4-8/h3-6,11H,2,7H2,1H3",3,180.078644244
test2027,sulfolane,C1CCS(=O)(=O)C1,-8.61,<rdkit.Chem.rdchem.Mol object at 0x1a18df7620>,InChI=1S/C4H8O2S/c5-7(6)3-1-2-4-7/h1-4H2,0,120.024500496
test3001,paracetamol,O=C(Nc1ccc(cc1)O)C,-14.83,<rdkit.Chem.rdchem.Mol object at 0x1a18df7670>,"InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)",1,151.063328528
test3002,N-(3-hydroxyphenyl)acetamide,O=C(Nc1cccc(c1)O)C,-13.93,<rdkit.Chem.rdchem.Mol object at 0x1a18df76c0>,"InChI=1S/C8H9NO2/c1-6(10)9-7-3-2-4-8(11)5-7/h2-5,11H,1H3,(H,9,10)",1,151.063328528
test3003,fenbufen,c1cccc(c1)c1ccc(cc1)C(=O)CCC(=O)O,-12.75,<rdkit.Chem.rdchem.Mol object at 0x1a18df7710>,"InChI=1S/C16H14O3/c17-15(10-11-16(18)19)14-8-6-13(7-9-14)12-4-2-1-3-5-12/h1-9H,10-11H2,(H,18,19)",5,254.094294308
test3004,N-(2-hydroxyphenyl)acetamide,O=C(Nc1ccccc1O)C,-11.61,<rdkit.Chem.rdchem.Mol object at 0x1a18df7760>,"InChI=1S/C8H9NO2/c1-6(10)9-7-4-2-3-5-8(7)11/h2-5,11H,1H3,(H,9,10)",1,151.063328528
test3005,phenacetin,CCOc1ccc(NC(=O)C)cc1,-10.91,<rdkit.Chem.rdchem.Mol object at 0x1a18df77b0>,"InChI=1S/C10H13NO2/c1-3-13-10-6-4-9(5-7-10)11-8(2)12/h4-7H,3H2,1-2H3,(H,11,12)",3,179.094628656
test3007,2-methoxybenzoicacid,C(=O)(c1c(cccc1)OC)O,-10.32,<rdkit.Chem.rdchem.Mol object at 0x1a18df7800>,"InChI=1S/C8H8O3/c1-11-7-5-3-2-4-6(7)8(9)10/h2-5H,1H3,(H,9,10)",2,152.047344116
test3014,4-methoxybenzoicacid,C(=O)(c1ccc(cc1)OC)O,-9.15,<rdkit.Chem.rdchem.Mol object at 0x1a18df7850>,"InChI=1S/C8H8O3/c1-11-7-4-2-6(3-5-7)8(9)10/h2-5H,1H3,(H,9,10)",2,152.047344116
test3015,3-methoxybenzoicacid,C(=O)(c1cc(ccc1)OC)O,-8.93,<rdkit.Chem.rdchem.Mol object at 0x1a18df78a0>,"InChI=1S/C8H8O3/c1-11-7-4-2-3-6(5-7)8(9)10/h2-5H,1H3,(H,9,10)",2,152.047344116
test3019,tolfenamicacid,Cc1c(cccc1Cl)Nc1ccccc1C(=O)O,-6.71,<rdkit.Chem.rdchem.Mol object at 0x1a18df78f0>,"InChI=1S/C14H12ClNO2/c1-9-11(15)6-4-8-12(9)16-13-7-3-2-5-10(13)14(17)18/h2-8,16H,1H3,(H,17,18)",3,261.055656304
test3020,diclofenacacid,OC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,-6.3,<rdkit.Chem.rdchem.Mol object at 0x1a18df7940>,"InChI=1S/C14H11Cl2NO2/c15-10-5-3-6-11(16)14(10)17-12-7-2-1-4-9(12)8-13(18)19/h1-7,17H,8H2,(H,18,19)",4,295.01668395200005
test3021,flufenamicacid,OC(=O)c1ccccc1Nc1cc(ccc1)C(F)(F)F,-5.68,<rdkit.Chem.rdchem.Mol object at 0x1a18df7990>,"InChI=1S/C14H10F3NO2/c15-14(16,17)9-4-3-5-10(8-9)18-12-7-2-1-6-11(12)13(19)20/h1-8,18H,(H,19,20)",3,281.06636322
test4009,2-iodopropane,CC(C)I,-0.46,<rdkit.Chem.rdchem.Mol object at 0x1a18df79e0>,"InChI=1S/C3H7I/c1-3(2)4/h3H,1-2H3",0,169.959248224
0020cis,"cis-1,2-dimethylcyclohexane",[C@@H]1([C@H](CCCC1)C)C,1.58,<rdkit.Chem.rdchem.Mol object at 0x1a18df7a30>,"InChI=1S/C8H16/c1-7-5-3-4-6-8(7)2/h7-8H,3-6H2,1-2H3/t7-,8+",0,112.12520051199999
0026cyc,cyclopentene,C1CC=CC1,0.56,<rdkit.Chem.rdchem.Mol object at 0x1a18df7a80>,"InChI=1S/C5H8/c1-2-4-5-3-1/h1-2H,3-5H2",0,68.062600256
0105aze,azetidine,N1CCC1,-5.56,<rdkit.Chem.rdchem.Mol object at 0x1a18df7ad0>,"InChI=1S/C3H7N/c1-2-4-3-1/h4H,1-3H2",0,57.057849223999995
0108pyr,pyrrolidine,N1CCCC1,-5.48,<rdkit.Chem.rdchem.Mol object at 0x1a18df7b20>,"InChI=1S/C4H9N/c1-2-4-5-3-1/h5H,1-4H2",0,71.073499288
0112Nme,N-methylpiperazine,N1(CCNCC1)C,-7.77,<rdkit.Chem.rdchem.Mol object at 0x1a18df7b70>,"InChI=1S/C5H12N2/c1-7-4-2-6-3-5-7/h6H,2-5H2,1H3",0,100.10004838399999
0114NNd,"N,N'-dimethylpiperazine",C1CN(CCN1C)C,-7.58,<rdkit.Chem.rdchem.Mol object at 0x1a18df7bc0>,"InChI=1S/C6H14N2/c1-7-3-5-8(2)6-4-7/h3-6H2,1-2H3",0,114.11569844799999
0136met,methanethiol,SC,-1.24,<rdkit.Chem.rdchem.Mol object at 0x1a18df7c10>,"InChI=1S/CH4S/c1-2/h2H,1H3",0,48.003371128
0147met,2-methoxyethanamine,C(CN)OC,-6.55,<rdkit.Chem.rdchem.Mol object at 0x1a18df7c60>,"InChI=1S/C3H9NO/c1-5-3-2-4/h2-4H2,1H3",2,75.068413908
0148but,butenyne,C=CC#C,0.04,<rdkit.Chem.rdchem.Mol object at 0x1a18df7cb0>,"InChI=1S/C4H4/c1-3-4-2/h1,4H,2H2",0,52.031300128
0153flu,fluoromethane,FC,-0.22,<rdkit.Chem.rdchem.Mol object at 0x1a18df7d00>,InChI=1S/CH3F/c1-2/h1H3,0,34.021878316
0160chl,chloromethane,ClC,-0.56,<rdkit.Chem.rdchem.Mol object at 0x1a18df7d50>,InChI=1S/CH3Cl/c1-2/h1H3,0,49.992327775999996
0169chl,chloroethene,C(=C)Cl,-0.59,<rdkit.Chem.rdchem.Mol object at 0x1a18df7da0>,"InChI=1S/C2H3Cl/c1-2-3/h2H,1H2",0,61.992327775999996
0198chl,chlorofluoromethane,C(Cl)F,-0.77,<rdkit.Chem.rdchem.Mol object at 0x1a18df7df0>,InChI=1S/CH2ClF/c2-1-3/h1H2,0,67.982905964
0202bro,1-bromo-2-chloroethane,C(CCl)Br,-1.95,<rdkit.Chem.rdchem.Mol object at 0x1a18df7e40>,InChI=1S/C2H4BrCl/c3-1-2-4/h1-2H2,1,141.918489908
0205chl,"1-chloro-2,2,2-trifluoroethane",C(C(F)(F)F)Cl,0.06,<rdkit.Chem.rdchem.Mol object at 0x1a18df7e90>,"InChI=1S/C2H2ClF3/c3-1-2(4,5)6/h1H2",0,117.979712404
0209chl,"1-chloro-2,2,2-trifluoroethyldifluoromethylether",O([C@@H](C(F)(F)F)Cl)C(F)F,0.11,<rdkit.Chem.rdchem.Mol object at 0x1a18df7ee0>,"InChI=1S/C3H2ClF5O/c4-1(3(7,8)9)10-2(5)6/h1-2H/t1-/m0/s1",2,183.971433464
0213bis,bis(2-chloroethyl)sulfide,S(CCCl)CCCl,-3.92,<rdkit.Chem.rdchem.Mol object at 0x1a18df7f30>,InChI=1S/C4H8Cl2S/c5-1-3-7-4-2-6/h1-4H2,4,157.972376616
0218pho,phosphine,P,0.6,<rdkit.Chem.rdchem.Mol object at 0x1a18df7f80>,InChI=1S/H3P/h1H3,0,33.997236726
0227Nme,N-methylmorpholine,O1CCN(CC1)C,-6.34,<rdkit.Chem.rdchem.Mol object at 0x1a18df8030>,"InChI=1S/C5H11NO/c1-6-2-4-7-5-3-6/h2-5H2,1H3",0,101.084063972
0234ENmb,E-N-methylacetamide,C(=O)(NC)C,-10.0,<rdkit.Chem.rdchem.Mol object at 0x1a18df8080>,"InChI=1S/C3H7NO/c1-3(5)4-2/h1-2H3,(H,4,5)",0,73.052763844
0235ZNmb,Z-N-methylacetamide,C(=O)(NC)C,-10.0,<rdkit.Chem.rdchem.Mol object at 0x1a18df80d0>,"InChI=1S/C3H7NO/c1-3(5)4-2/h1-2H3,(H,4,5)",0,73.052763844
0238met,methyloctanoate,C(CC(=O)OC)CCCCC,-2.04,<rdkit.Chem.rdchem.Mol object at 0x1a18df8120>,"InChI=1S/C9H18O2/c1-3-4-5-6-7-8-9(10)11-2/h3-8H2,1-2H3",6,158.130679816
0405hex,hexafluoroethane,C(C(F)(F)F)(F)(F)F,3.94,<rdkit.Chem.rdchem.Mol object at 0x1a18df8170>,"InChI=1S/C2F6/c3-1(4,5)2(6,7)8",0,137.99041932
0406oct,octafluoropropane,C(C(F)(F)F)(F)(F)C(F)(F)F,4.28,<rdkit.Chem.rdchem.Mol object at 0x1a18df81c0>,"InChI=1S/C3F8/c4-1(5,2(6,7)8)3(9,10)11",0,187.98722576
0407tet,"1,1,1,2-tetrachloroethane",C(C(Cl)(Cl)Cl)Cl,-1.15,<rdkit.Chem.rdchem.Mol object at 0x1a18df8210>,"InChI=1S/C2H2Cl4/c3-1-2(4,5)6/h1H2",0,165.891060784
0408hex,hexachloroethane,C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl,-1.4,<rdkit.Chem.rdchem.Mol object at 0x1a18df8260>,"InChI=1S/C2Cl6/c3-1(4,5)2(6,7)8",0,233.81311608
0409clb,2-chlorobutane,C([C@H](C)Cl)C,0.07,<rdkit.Chem.rdchem.Mol object at 0x1a18df82b0>,"InChI=1S/C4H9Cl/c1-3-4(2)5/h4H,3H2,1-2H3/t4-/m0/s1",1,92.039277968
0410clp,1-chloropentane,C(CCC)CCl,0.07,<rdkit.Chem.rdchem.Mol object at 0x1a18df8300>,"InChI=1S/C5H11Cl/c1-2-3-4-5-6/h2-5H2,1H3",3,106.05492803199999
0411chp,2-chloropentane,CCC[C@H](Cl)C,0.07,<rdkit.Chem.rdchem.Mol object at 0x1a18df8350>,"InChI=1S/C5H11Cl/c1-3-4-5(2)6/h5H,3-4H2,1-2H3/t5-/m1/s1",2,106.05492803199999
0412clt,chlorotoluene,c1(ccccc1)CCl,-1.92,<rdkit.Chem.rdchem.Mol object at 0x1a18df83a0>,"InChI=1S/C7H7Cl/c8-6-7-4-2-1-3-5-7/h1-5H,6H2",1,126.023627904
0413clt,o-chlorotoluene,c1(c(cccc1)Cl)C,-1.15,<rdkit.Chem.rdchem.Mol object at 0x1a18df83f0>,"InChI=1S/C7H7Cl/c1-6-4-2-3-5-7(6)8/h2-5H,1H3",0,126.023627904
0424clp,chloropentaflouroethane,C(C(F)(F)F)(Cl)(F)F,2.86,<rdkit.Chem.rdchem.Mol object at 0x1a18df8440>,"InChI=1S/C2ClF5/c3-1(4,5)2(6,7)8",0,153.96086878
0427dcl,"2,6-dichlorothiobenzamide",C(=S)(c1c(Cl)cccc1Cl)N,-10.81,<rdkit.Chem.rdchem.Mol object at 0x1a18df8490>,"InChI=1S/C7H5Cl2NS/c8-4-2-1-3-5(9)6(4)7(10)11/h1-3H,(H2,10,11)",1,204.95197552
0440pho,dimethyl5-(4-chloro)bicyclo[3.2.0]heptylphosphate,COP(=O)(OC1=C([C@@H]2[C@H]1C=CC2)Cl)OC,-7.28,<rdkit.Chem.rdchem.Mol object at 0x1a18df84e0>,"InChI=1S/C9H12ClO4P/c1-12-15(11,13-2)14-9-7-5-3-4-6(7)8(9)10/h3,5-7H,4H2,1-2H3/t6-,7+/m0/s1",4,250.016173174
c000,waterdimer,O.O,-11.27,<rdkit.Chem.rdchem.Mol object at 0x1a18df8530>,InChI=1S/2H2O/h2*1H2,0,36.021129368
n006,"1,1-dimethylhydrazine",N(N)(C)C,-4.48,<rdkit.Chem.rdchem.Mol object at 0x1a18df8580>,"InChI=1S/C2H8N2/c1-4(2)3/h3H2,1-2H3",0,60.06874825599999
n013,N-ethylaniline,c1ccccc1NCC,-4.62,<rdkit.Chem.rdchem.Mol object at 0x1a18df85d0>,"InChI=1S/C8H11N/c1-2-9-8-6-4-3-5-7-8/h3-7,9H,2H2,1H3",2,121.08914935199999
n014,"N,N-dimethylaniline",c1ccccc1N(C)C,-3.58,<rdkit.Chem.rdchem.Mol object at 0x1a18df8620>,"InChI=1S/C8H11N/c1-9(2)8-6-4-3-5-7-8/h3-7H,1-2H3",1,121.08914935199999
n015,"3,aminoaniline",c1ccc(cc1N)N,-9.92,<rdkit.Chem.rdchem.Mol object at 0x1a18df8670>,"InChI=1S/C6H8N2/c7-5-2-1-3-6(8)4-5/h1-4H,7-8H2",0,108.06874825599999
n016,"1,2-ethanediamine",C(CN)N,-9.72,<rdkit.Chem.rdchem.Mol object at 0x1a18df86c0>,InChI=1S/C2H8N2/c3-1-2-4/h1-4H2,1,60.06874825599999
n018,methylperoxide,OOC,-5.28,<rdkit.Chem.rdchem.Mol object at 0x1a18df8710>,"InChI=1S/CH4O2/c1-3-2/h2H,1H3",0,48.021129368
n019,ethylperoxide,OOCC,-5.32,<rdkit.Chem.rdchem.Mol object at 0x1a18df8760>,"InChI=1S/C2H6O2/c1-2-4-3/h3H,2H2,1H3",1,62.036779431999996
test0001,"1,3-diacetyloxypropan-2-ylacetate(glyceroltriacetate)",CC(=O)OCC(COC(=O)C)OC(=O)C,-8.84,<rdkit.Chem.rdchem.Mol object at 0x1a18df87b0>,"InChI=1S/C9H14O6/c1-6(10)13-4-9(15-8(3)12)5-14-7(2)11/h9H,4-5H2,1-3H3",5,218.079038168
test0004,m-bis(trifluoromethyl)benzene,c1c(cccc1C(F)(F)F)C(F)(F)F,1.07,<rdkit.Chem.rdchem.Mol object at 0x1a18df8800>,"InChI=1S/C8H4F6/c9-7(10,11)5-2-1-3-6(4-5)8(12,13)14/h1-4H",0,214.021719448
test0005,"N,N-dimethyl-p-methoxybenzamide",c1c(ccc(c1)C(=O)N(C)C)OC,-11.01,<rdkit.Chem.rdchem.Mol object at 0x1a18df8850>,"InChI=1S/C10H13NO2/c1-11(2)10(12)8-4-6-9(13-3)7-5-8/h4-7H,1-3H3",2,179.094628656
test0006,"N,N,4-trimethylbenzamide",c1c(ccc(c1)C(=O)N(C)C)C,-9.76,<rdkit.Chem.rdchem.Mol object at 0x1a18df88a0>,"InChI=1S/C10H13NO/c1-8-4-6-9(7-5-8)10(12)11(2)3/h4-7H,1-3H3",1,163.099714036
test0007,bis(2-chloroethyl)ether,ClCCOCCCl,-4.23,<rdkit.Chem.rdchem.Mol object at 0x1a18df88f0>,InChI=1S/C4H8Cl2O/c5-1-3-7-4-2-6/h1-4H2,4,141.995220236
test0008,"1,1-diacetoxyethane",O=C(C)OC(C)OC(=O)C,-4.97,<rdkit.Chem.rdchem.Mol object at 0x1a18df8940>,"InChI=1S/C6H10O4/c1-4(7)9-6(3)10-5(2)8/h6H,1-3H3",2,146.0579088
test0009,"1,1-diethoxyethane",CCOC(OCC)C,-3.28,<rdkit.Chem.rdchem.Mol object at 0x1a18df8990>,"InChI=1S/C6H14O2/c1-4-7-6(3)8-5-2/h6H,4-5H2,1-3H3",4,118.099379688
test0011,diethylpropanedioate,CCOC(=O)CC(=O)OCC,-6.0,<rdkit.Chem.rdchem.Mol object at 0x1a18df89e0>,"InChI=1S/C7H12O4/c1-3-10-6(8)5-7(9)11-4-2/h3-5H2,1-2H3",4,160.073558864
test0012,dimethoxymethane,COCOC,-2.93,<rdkit.Chem.rdchem.Mol object at 0x1a18df8a30>,"InChI=1S/C3H8O2/c1-4-3-5-2/h3H2,1-2H3",2,76.052429496
test0013,ethyleneglycoldiacetate,CC(=O)OCCOC(=O)C,-6.34,<rdkit.Chem.rdchem.Mol object at 0x1a18df8a80>,"InChI=1S/C6H10O4/c1-5(7)9-3-4-10-6(2)8/h3-4H2,1-2H3",3,146.0579088
test0014,"1,2-diethoxyethane",CCOCCOCC,-3.54,<rdkit.Chem.rdchem.Mol object at 0x1a18df8ad0>,"InChI=1S/C6H14O2/c1-3-7-5-6-8-4-2/h3-6H2,1-2H3",5,118.099379688
test0016,phenylformate,c1(ccccc1)OC=O,-3.82,<rdkit.Chem.rdchem.Mol object at 0x1a18df8b20>,InChI=1S/C7H6O2/c8-6-9-7-4-2-1-3-5-7/h1-6H,2,122.036779432
test0017,imidazole,c1[nH]cnc1,-9.81,<rdkit.Chem.rdchem.Mol object at 0x1a18df8b70>,"InChI=1S/C3H4N2/c1-2-5-3-4-1/h1-3H,(H,4,5)",0,68.037448128
test1001,nitroglycol,C(CON(=O)=O)ON(=O)=O,-5.7,<rdkit.Chem.rdchem.Mol object at 0x1a18df8bc0>,InChI=1S/C2H4N2O6/c5-3(6)9-1-2-10-4(7)8/h1-2H2,5,152.006935848
test1002,"1,2-dinitroxypropane",C([C@@H](ON(=O)=O)C)ON(=O)=O,-5.0,<rdkit.Chem.rdchem.Mol object at 0x1a18df8c10>,"InChI=1S/C3H6N2O6/c1-3(11-5(8)9)2-10-4(6)7/h3H,2H2,1H3/t3-/m0/s1",5,166.022585912
test1003,butylnitrate,C(ON(=O)=O)CCC,-2.1,<rdkit.Chem.rdchem.Mol object at 0x1a18df8c60>,"InChI=1S/C4H9NO3/c1-2-3-4-8-5(6)7/h2-4H2,1H3",4,119.058243148
test1004,2-butylnitrate,C[C@H](ON(=O)=O)CC,-1.8,<rdkit.Chem.rdchem.Mol object at 0x1a18df8cb0>,"InChI=1S/C4H9NO3/c1-3-4(2)8-5(6)7/h4H,3H2,1-2H3/t4-/m0/s1",3,119.058243148
test1005,isobutylnitrate,CC(C)CON(=O)=O,-1.9,<rdkit.Chem.rdchem.Mol object at 0x1a18df8d00>,"InChI=1S/C4H9NO3/c1-4(2)3-8-5(6)7/h4H,3H2,1-2H3",3,119.058243148
test1006,ethyleneglycolmononitrate,C(CON(=O)=O)O,-8.2,<rdkit.Chem.rdchem.Mol object at 0x1a18df8d50>,"InChI=1S/C2H5NO4/c4-1-2-7-3(5)6/h4H,1-2H2",3,107.02185764000001
test1007,"2-chloro-N-(2,6-diethylphenyl)-N-(methoxymethyl)acetamide(alachlor)",c1(CC)cccc(CC)c1N(COC)C(=O)CCl,-8.2,<rdkit.Chem.rdchem.Mol object at 0x1a18df8da0>,"InChI=1S/C14H20ClNO2/c1-4-11-7-6-8-12(5-2)14(11)16(10-18-3)13(17)9-15/h6-8H,4-5,9-10H2,1-3H3",6,269.11825656
test1008,2-methyl-2-(methylthio)propanalO-(N-methylcarbamoyl)oxime(aldicarb),CSC(C)(C)/C=N\OC(=O)NC,-9.8,<rdkit.Chem.rdchem.Mol object at 0x1a18df8df0>,"InChI=1S/C7H14N2O2S/c1-7(2,12-4)5-9-11-6(10)8-3/h5H,1-4H3,(H,8,10)/b9-5-",3,190.077598688
test1010,"O,O-dimethylS-[(4-oxo-1,2,3-benzotriazin-3(4H)-yl)methyl]dithiophosphate(azinphosmethyl)",c1cc2c(cc1)nnn(c2=O)CSP(OC)([S])OC,-10.0,<rdkit.Chem.rdchem.Mol object at 0x1a18df8e40>,"InChI=1S/C10H13N3O3PS2/c1-15-17(18,16-2)19-7-13-10(14)8-5-3-4-6-9(8)11-12-13/h3-6,17H,7H2,1-2H3",5,318.013594906
test1011,"N-butyl-N-ethyl-2,6-dinitro-4-(trifluoromethyl)aniline(benefin)",c1(N(CCCC)CC)c(cc(C(F)(F)F)cc1N(=O)=O)N(=O)=O,-3.5,<rdkit.Chem.rdchem.Mol object at 0x1a18df8e90>,"InChI=1S/C13H16F3N3O4/c1-3-5-6-17(4-2)12-10(18(20)21)7-9(13(14,15)16)8-11(12)19(22)23/h7-8H,3-6H2,1-2H3",7,335.1092906519999
test1013,5-Bromo-3-sec-butyl-6-methyl-uracil(bromacil),c1(=O)[nH]c(C)c(Br)c(=O)n1[C@@H](C)CC,-9.7,<rdkit.Chem.rdchem.Mol object at 0x1a18df8ee0>,"InChI=1S/C9H13BrN2O2/c1-4-5(2)12-8(13)7(10)6(3)11-9(12)14/h5H,4H2,1-3H3,(H,11,14)/t5-/m0/s1",2,260.016039756
test1014,"3a,4,7,7a-tetrahydro-2-[(trichloromethyl)thio]-1H-isoindole-1,3(2H)-dione(captan)",[C@H]12CC=CC[C@H]1C(=O)N(SC(Cl)(Cl)Cl)C2=O,-9.0,<rdkit.Chem.rdchem.Mol object at 0x1a18df8f30>,"InChI=1S/C9H8Cl3NO2S/c10-9(11,12)16-13-7(14)5-3-1-2-4-6(5)8(13)15/h1-2,5-6H,3-4H2/t5-,6+",1,298.93413253599994
test1015,1-naphthylmethylcarbamate(carbaryl),c12ccccc1cccc2OC(=O)NC,-9.5,<rdkit.Chem.rdchem.Mol object at 0x1a18df8f80>,"InChI=1S/C12H11NO2/c1-13-12(14)15-11-8-4-6-9-5-2-3-7-10(9)11/h2-8H,1H3,(H,13,14)",1,201.078978592
test1016,"2,3-dihydro-2,2-dimethyl-7-benzofuranylmethylcarbamate(carbofuran)",c12c(OC(=O)NC)cccc1CC(C)(C)O2,-9.6,<rdkit.Chem.rdchem.Mol object at 0x1a18df9030>,"InChI=1S/C12H15NO3/c1-12(2)7-8-5-4-6-9(10(8)16-12)15-11(14)13-3/h4-6H,7H2,1-3H3,(H,13,14)",1,221.10519334
test1017,"S-4-chlorophenylthiomethylO,O-diethylphosphorodithioate(carbophenothion)",P(SCSc1ccc(Cl)cc1)(OCC)(OCC)[S],-6.5,<rdkit.Chem.rdchem.Mol object at 0x1a18df9080>,"InChI=1S/C11H17ClO2PS3/c1-3-13-15(16,14-4-2)18-9-17-11-7-5-10(12)6-8-11/h5-8,15H,3-4,9H2,1-2H3",8,342.981682094
test1018,"octachloro-4,7-methanohydroindane(chlordane)",[C@@H]12[C@@]3(Cl)C(Cl)(Cl)[C@@](C(=C3Cl)Cl)(Cl)[C@@H]1[C@H]([C@@H](C2)Cl)Cl,-3.4,<rdkit.Chem.rdchem.Mol object at 0x1a18df90d0>,"InChI=1S/C10H6Cl8/c11-3-1-2-4(5(3)12)9(16)7(14)6(13)8(2,15)10(9,17)18/h2-5H,1H2/t2-,3+,4-,5-,8-,9+/m0/s1",0,405.797771632
test1019,"phosphoricacid[(E)-2-chloro-1-(2,4-dichlorophenyl)vinyl]diethylester(chlorfenvinphos)",c1(Cl)ccc(/C(=C\Cl)/OP(=O)(OCC)OCC)c(Cl)c1,-7.1,<rdkit.Chem.rdchem.Mol object at 0x1a18df9120>,"InChI=1S/C12H14Cl3O4P/c1-3-17-20(16,18-4-2)19-12(8-13)10-6-5-9(14)7-11(10)15/h5-8H,3-4H2,1-2H3/b12-8+",7,357.96952859799995
test1020,ethyl2-(4-chloro-6-methoxypyrimidin-2-ylcarbamoylsulfamoyl)benzoate(chlorimuronethyl),c1(Cl)nc(NC(=O)NS(=O)(=O)c2c(cccc2)C(=O)OCC)nc(OC)c1,-14.0,<rdkit.Chem.rdchem.Mol object at 0x1a18df9170>,"InChI=1S/C15H15ClN4O6S/c1-3-26-13(21)9-6-4-5-7-10(9)27(23,24)20-15(22)19-14-17-11(16)8-12(18-14)25-2/h4-8H,3H2,1-2H3,(H2,17,18,19,20,22)",6,414.04008287999994
test1021,trichloro(nitro)methane(chloropicrin),C(Cl)(Cl)(Cl)N(=O)=O,-1.5,<rdkit.Chem.rdchem.Mol object at 0x1a18df91c0>,"InChI=1S/CCl3NO2/c2-1(3,4)5(6)7",0,162.89946128
